index,year,NOx,NMVOC,SO2,NH3,PM2.5,PM10,TSP,BC,CO
AgriLivestock,2012,1.4804294334860069,299.16766810529623,0.0,257.2098504768833,3.9131484773581358,13.3101121443768,43.901907333860635,0.0,0.0
AgriLivestock,2013,1.475426594457558,304.3778149079973,0.0,258.4210344869269,4.006433537246416,13.798341826379596,45.060914489463165,0.0,0.0
AgriLivestock,2014,1.481567381763081,306.7390573354162,0.0,260.02738752758324,4.0088146681237955,13.770570547444217,45.332564751131876,0.0,0.0
AgriLivestock,2015,1.464810678913704,305.3763778867803,0.0,256.36312292603037,3.969528538326089,13.562055329830791,44.5827415204071,0.0,0.0
AgriLivestock,2016,1.454612662587603,303.0691647102935,0.0,253.72865008867615,3.911707016163851,13.390723536490704,44.350203035084625,0.0,0.0
AgriLivestock,2017,1.4435763835746258,300.93854032028634,0.0,252.84708178597876,3.8797223474531277,13.364751043892742,44.399940108022136,0.0,0.0
AgriLivestock,2018,1.418050257148869,297.8627213166994,0.0,247.20185505764613,3.7995423973510967,13.168731525432307,43.55023444746022,0.0,0.0
AgriLivestock,2019,1.4011460099257138,295.8273315253548,0.0,243.31490598516535,3.72410887350738,12.997087125231376,42.89671749330722,0.0,0.0
AgriOther,1990,139.54886881935107,7.691988786184271,0.0,378.32414610536864,0.0,0.0,17.43989988,0.0,0.0
AgriOther,1991,127.61869259230795,7.826397038993988,0.0,340.42199528000555,0.0,0.0,16.349216520000002,0.0,0.0
AgriOther,1992,125.60710074096413,7.001370124043573,0.0,338.8722430422619,0.0,0.0,16.01291484,0.0,0.0
AgriOther,1993,118.75256340589631,7.69755753626238,0.0,331.61880070275265,0.0,0.0,15.5830818,0.0,0.0
AgriOther,1994,114.54670966139446,7.49352844346646,0.0,313.0368962590817,0.0,0.0,15.42455772,0.0,0.0
AgriOther,1995,114.23297546216298,8.189727531582768,0.0,313.2853882259534,0.61543536,16.00131936,16.00131936,0.0,0.0
AgriOther,1996,116.4954046895525,7.8453909624087546,0.0,317.2782732996942,0.62429196,16.231590960000002,16.231590960000002,0.0,0.0
AgriOther,1997,115.54973570930584,8.573629617803727,0.0,312.17293133365325,0.64544244,16.78150344,16.78150344,0.0,0.0
AgriOther,1998,117.60705630828063,8.84743362110907,0.0,315.13077599822935,0.65022816,16.90593216,16.90593216,0.0,0.0
AgriOther,1999,120.562783327792,9.061025567676879,0.0,315.69812756344146,0.63304968,16.45929168,16.45929168,0.0,0.0
AgriOther,2000,120.9217259764832,8.788044860954852,0.0,316.1853155562822,0.64099734,16.665930839999998,16.665930839999998,0.0,0.0
AgriOther,2001,120.19317609823607,9.473832553262373,0.0,319.41243528533766,0.64503288,16.77085488,16.77085488,0.0,0.0
AgriOther,2002,116.00993828478121,8.594573801532624,0.0,311.44290879871653,0.64635948,16.80534648,16.80534648,0.0,0.0
AgriOther,2003,115.51526535104936,7.283096585257672,0.0,307.888848640484,0.6388585398,16.6103220348,16.6103220348,0.0,0.0
AgriOther,2004,114.4626075106328,9.806442158622641,0.0,300.25127573432343,0.6538086197999999,16.9990241148,16.9990241148,0.0,0.0
